,filename_solo,filename_track,melid,query_end,query_start,recordid,trackid
267,JohnColtrane_Mr.P.C._Solo,JohnColtrane_Mr.P.C._Orig,226,202,22,112,199
268,JohnColtrane_MyFavoriteThings-1_Solo,JohnColtrane_MyFavoriteThings_Orig,227,583,447,116,200
269,JohnColtrane_MyFavoriteThings-2_Solo,JohnColtrane_MyFavoriteThings_Orig,228,137,600,116,200
270,JohnColtrane_NatureBoy_Solo,JohnColtrane_NatureBoy_Orig,229,365,110,117,201
271,JohnColtrane_Nutty_Solo,JohnColtrane_Nutty_Orig,230,-1,-1,118,202
272,JohnColtrane_Oleo_Solo,MilesDavis_Oleo_Orig,231,202,88,119,203
273,MilesDavis_Oleo-1_Solo,MilesDavis_Oleo_Orig,320,87,30,119,203
274,MilesDavis_Oleo-2_Solo,MilesDavis_Oleo_Orig,321,317,261,119,203
275,RedGarland_Oleo_Solo,MilesDavis_Oleo_Orig,365,-1,-1,119,203
276,JohnColtrane_Soultrane_Solo,JohnColtrane_Soultrane_Orig,232,-1,-1,118,204
277,JohnColtrane_Trane'sBlues_Solo,JohnColtrane_Trane'sBlues_Orig,234,-1,-1,118,205
278,MilesDavis_Trane'sBlues_Solo,JohnColtrane_Trane'sBlues_Orig,324,-1,-1,118,205
279,JohnnyDodds_GotNoBlues_Solo,LouisArmstrong_GotNoBlues_Orig,235,146,120,120,206
280,KidOry_GotNoBlues_Solo,LouisArmstrong_GotNoBlues_Orig,261,174,146,120,206
281,LouisArmstrong_GotNoBlues_Solo,LouisArmstrong_GotNoBlues_Orig,294,120,63,120,206
282,JohnnyDodds_HeebieJeebies_Solo,LouisArmstrong_HeebieJeebies_Orig,236,-1,-1,120,207
283,JohnnyDodds_HotterThanThat_Solo,LouisArmstrong_HotterThanThat_Orig,237,79,43,120,208
284,JohnnyDodds_MuskratRamble_Solo,LouisArmstrong_MuskratRamble_Orig,238,104,83,120,209
285,KidOry_MuskratRamble_Solo,LouisArmstrong_MuskratRamble_Orig,263,61,43,120,209
286,LouisArmstrong_MuskratRamble_Solo,LouisArmstrong_MuskratRamble_Orig,296,83,61,120,209
287,JohnnyDodds_MyHeart_Solo,LouisArmstrong_MyHeart_Orig,239,83,61,120,210
288,JohnnyDodds_OnceInAWhile_Solo,LouisArmstrong_OnceInAWhile_Orig,240,151,116,120,211
289,LouisArmstrong_OnceInAWhile_Solo,LouisArmstrong_OnceInAWhile_Orig,297,192,154,120,211
290,JohnnyHodges_EarlyMorningRock_Solo,JohnnyHodges_EarlyMorningRock_Orig,242,-1,-1,121,212
291,JoshuaRedman_BluesOnSunday_Solo,JoshuaRedman_BluesOnSunday_Orig,243,175,44,122,213
292,JoshuaRedman_HomeFries_Solo,JoshuaRedman_HomeFries-1_Orig,244,171,41,123,214
293,JoshuaRedman_IGotYou_Solo,JoshuaRedman_IGotYou(IFeelGood)_Orig,245,147,85,122,215
294,JoshuaRedman_SweetSorrow_Solo,JoshuaRedman_SweetSorrow_Orig,246,342,180,124,216
295,JoshuaRedman_TearsInHeaven_Solo,JoshuaRedman_TearsInHeaven_Orig,247,164,62,125,217
296,KaiWinding_Tiny'sBlues_Solo,FatsNavarro_Tiny'sBlues_Orig,248,166,101,82,218
297,KennyDorham_BluesInBe=Bop_Solo,SonnyStitt_BluesInBe=Bop_Orig,249,113,81,97,219
298,SonnyStitt_BluesInBe=Bop_Solo,SonnyStitt_BluesInBe=Bop_Orig,392,51,21,97,219
299,KennyDorham_PrinceAlbert_Solo,HoraceSilver_PrinceAlbert_Orig,253,242,69,89,220
300,KennyGarrett_BrotherHubbard-1_Solo,KennyGarrett_BrotherHubbard_Orig,256,184,102,126,221
301,KennyGarrett_BrotherHubbard-2_Solo,KennyGarrett_BrotherHubbard_Orig,257,370,278,126,221
302,KennyWheeler_DoubleVision_Solo,DaveHolland_DoubleVision_Orig,258,135,46,127,222
303,SteveColeman_DoubleVision_Solo,DaveHolland_DoubleVision_Orig,405,356,174,127,222
304,KennyWheeler_PassItOn_Solo,SteveColeman_PassItOn_Orig,259,312,240,128,223
305,SteveColeman_PassItOn_Solo,SteveColeman_PassItOn_Orig,406,130,53,128,223
306,VonFreeman_PassItOn_Solo,SteveColeman_PassItOn_Orig,422,238,133,128,223
307,KennyWheeler_SlippedAgain_Solo,SteveColeman_SlippedAgain_Orig,260,193,129,128,224
308,SteveColeman_SlippedAgain_Solo,SteveColeman_SlippedAgain_Orig,409,324,258,128,224
309,KidOry_GutBucketBlues_Solo,LouisArmstrong_GutBucketBlues_Orig,262,95,78,120,225
310,LouisArmstrong_GutBucketBlues_Solo,LouisArmstrong_GutBucketBlues_Orig,295,135,115,120,225
311,KidOry_SavoyBlues_Solo,LouisArmstrong_SavoyBlues_Orig,264,157,135,120,226
312,LouisArmstrong_SavoyBlues_Solo,LouisArmstrong_SavoyBlues_Orig,298,134,88,120,226
313,KidOry_Who'sit_Solo,LouisArmstrong_Who'sit_Orig,265,72,36,120,227
314,LeeKonitz_AllTheThingsYouAre_Solo,LeeKonitz_AllTheThingsYouAre_Orig,266,179,29,129,228
315,LeeKonitz_BopGoesToLeesel_Solo,LeeKonitz_BopGoesToLeesel_Orig,267,102,25,129,229
316,LeeKonitz_Crosscurrent_Solo,LeeKonitz_Crosscurrent_Orig,268,90,60,130,230
317,WarneMarsh_Crosscurrent_Solo,LeeKonitz_Crosscurrent_Orig,423,120,90,130,230
318,LeeKonitz_I'llRememberApril_Solo,LeeKonitz_I'llRememberApril_Orig,269,314,160,129,231
319,LeeKonitz_Marshmallow_Solo,WarneMarsh_Marshmallow_Orig,270,-1,-1,131,232
320,LeeKonitz_MeanToMe_Solo,LeeKonitz_MeanToMe_Orig,271,165,25,129,233
321,LeeKonitz_Tautology_Solo,WarneMarsh_Tautology_Orig,272,-1,-1,131,234
322,WarneMarsh_Tautology_Solo,WarneMarsh_Tautology_Orig,424,-1,-1,131,234
323,LeeKonitz_Wow-1_Solo,LeeKonitz_Wow_Orig,273,66,46,130,235
324,WarneMarsh_Wow-1_Solo,LeeKonitz_Wow_Orig,425,111,87,130,235
325,LeeMorgan_JustOneOfThoseThings_Solo,PepperAdams_JustOneOfThoseThings_Orig,275,-1,-1,132,236
326,PepperAdams_JustOneOfThoseThings_Solo,PepperAdams_JustOneOfThoseThings_Orig,357,168,67,132,236
327,LesterYoung_BodyAndSoul_Solo,LesterYoung_BodyAndSoul_Orig,279,105,0,133,237
328,LesterYoung_D.B.Blues_Solo,LesterYoung_D.B. Blues_Orig,280,71,0,134,238
329,LesterYoung_LesterLeapsIn_Solo,LesterYoung_LesterLeapsIn_Orig,283,95,34,137,239
330,LionelHampton_Dinah_Solo,LionelHampton_Dinah_Orig,286,-1,-1,138,240
331,LionelHampton_HighSociety_Solo,LionelHampton_HighSociety_Orig,287,-1,-1,139,241
332,LionelHampton_MemoriesOfYou_Solo,LionelHampton_MemoriesOfYou_Orig,288,-1,-1,139,242
333,LouisArmstrong_BasinStreetBlues_Solo,LouisArmstrong_BasinStreetBlues_Orig,291,188,122,140,243
334,LouisArmstrong_BigButterAndEggMan_Solo,LouisArmstrong_BigButterAndEggMan_Orig,292,-1,-1,120,244
335,LouisArmstrong_CornetChopSuey_Solo,LouisArmstrong_CornetChopSuey_Orig,293,-1,-1,120,245
336,MichaelBrecker_CabinFever_Solo,MichaelBrecker_CabinFever_Orig,299,-1,-1,141,246
337,MichaelBrecker_Confirmation_Solo,MichaelBrecker_Confirmation_Orig,300,329,39,142,247
338,MichaelBrecker_DeltaCityBlues_Solo,MichaelBrecker_DeltaCityBlues_Orig,301,241,156,143,248
339,MichaelBrecker_IMeanYou_Solo,MichaelBrecker_IMeanYou_Orig,302,-1,-1,144,249
340,MichaelBrecker_MidnightVoyage_Solo,MichaelBrecker_MidnightVoyage_Orig,303,231,77,145,250
341,MichaelBrecker_NakedSoul_Solo,MichaelBrecker_NakedSoul_Orig,304,-1,-1,146,251
342,MichaelBrecker_NeverAlone_Solo,MichaelBrecker_NeverAlone_Orig,305,217,125,147,252
343,MichaelBrecker_NothingPersonal_Solo,MichaelBrecker_NothingPersonal_Orig,306,263,142,148,253
344,MichaelBrecker_Peep_Solo,MichaelBrecker_Peep_Orig,307,129,25,149,254
345,MichaelBrecker_SongForBilbao_Solo,MichaelBrecker_SongForBilbao_Orig,308,-1,-1,146,255
346,MilesDavis_Airegin_Solo,MilesDavis_Airegin_Orig,310,165,45,150,256
347,SonnyRollins_Airegin_Solo,MilesDavis_Airegin_Orig,378,261,155,150,256
348,MilesDavis_BitchesBrew-1_Solo,MilesDavis_BitchesBrew_Orig,311,-1,-1,151,257
349,MilesDavis_BitchesBrew-2_Solo,MilesDavis_BitchesBrew_Orig,312,-1,-1,151,257
350,MilesDavis_E.S.P._Solo,MilesDavis_E.S.P._Orig,315,244,84,153,258
351,WayneShorter_E.S.P._Solo,MilesDavis_E.S.P._Orig,429,84,29,153,258
352,MilesDavis_Eighty=One_Solo,MilesDavis_Eighty=One_Orig,316,168,44,153,259
353,WayneShorter_Eighty=One_Solo,MilesDavis_Eighty=One_Orig,430,272,169,153,259
354,MilesDavis_MilesRunsTheVoodooDown-1_Solo,MilesDavis_MilesRunsTheVoodooDown_Orig,318,-1,-1,154,260
355,MilesDavis_MilesRunsTheVoodooDown-2_Solo,MilesDavis_MilesRunsTheVoodooDown_Orig,319,-1,-1,154,260
356,MilesDavis_TuneUp_Solo,MilesDavis_TuneUp_Orig,325,-1,-1,155,261
357,MilesDavis_VierdBlues_Solo,MilesDavis_VierdBlues_Orig,326,128,26,156,262
358,SonnyRollins_VierdBlues_Solo,MilesDavis_VierdBlues_Orig,390,279,130,156,262
359,MiltJackson_AllTheThingsYouAre_Solo,MiltJackson_AllTheThingsYouAre_Orig,328,140,85,157,263
360,MiltJackson_Bag'sGroove_Solo,MiltJackson_Bag'sGroove_Orig,329,69,34,158,264
361,MiltJackson_BemshaSwing_Solo,MiltJackson_BemshaSwing_Orig,330,-1,-1,159,265
362,MiltJackson_Don'tGetAroundMuchAnymore_Solo,MiltJackson_Don'tGetAroundMuchAnymore_Orig,331,130,88,158,266
363,MiltJackson_SoftlyAsInAMorningSunrise_Solo,MiltJackson_SoftlyAsInAMorningSunrise_Orig,332,236,65,157,267
364,MiltJackson_What'sNew_Solo,MiltJackson_What'sNew_Orig,333,165,117,158,268
365,NatAdderley_BohemiaAfterDark_Solo,CannonballAdderley_BohemiaAfterDark_Orig,334,211,133,18,269
366,OrnetteColeman_BirdFood_Solo,OrnetteColeman_BirdFood_Orig,336,286,168,160,270
367,OrnetteColeman_Chronology_Solo,OrnetteColeman_Chronology_Orig,337,325,164,161,271
368,OrnetteColeman_Congeniality_Solo,OrnetteColeman_Congeniality_Orig,338,226,57,161,272
369,OrnetteColeman_Peace_Solo,OrnetteColeman_Peace_Orig,339,266,99,161,273
370,OrnetteColeman_Ramblin'_Solo,OrnetteColeman_Ramblin'_Orig,340,177,45,160,274
371,PatMartino_AlongCameBetty_Solo,PatMartino_AlongCameBetty_Orig,341,186,60,162,275
372,PatMetheny_AllTheThingsYouAre_Solo,PatMetheny_AllTheThingsYouAre_Orig,342,198,27,163,276
373,PatMetheny_CabinFever_Solo,MichaelBrecker_CabinFever_Orig,343,267,194,141,246
374,PatMetheny_MidnightVoyage_Solo,MichaelBrecker_MidnightVoyage_Orig,344,306,231,145,250
375,PatMetheny_NothingPersonal_Solo,MichaelBrecker_NothingPersonal_Orig,345,143,71,148,253
376,PaulDesmond_Alianca-1_Solo,PaulDesmond_Alianca_Orig,346,109,41,164,280
377,PaulDesmond_Alianca-2_Solo,PaulDesmond_Alianca_Orig,347,246,174,164,280
378,PaulDesmond_AloneTogether_Solo,PaulDesmond_AloneTogether_Orig,348,221,62,165,281
379,PaulDesmond_BlueRondoAlaTurk_Solo,PaulDesmond_BlueRondoALaTurk_Orig,349,-1,-1,166,282
380,PaulDesmond_BossaAntigua_Solo,PaulDesmond_BossaAntigua_Orig,350,131,51,164,283
381,PaulDesmond_SambaCantina-1_Solo,PaulDesmond_SambaCantina_Orig,351,167,62,164,284
382,PaulDesmond_SambaCantina-2_Solo,PaulDesmond_SambaCantina_Orig,352,331,266,164,284
383,PaulDesmond_TheGirlFromEast9thStreet_Solo,PaulDesmond_TheGirlFromEast9thStreet_Orig,353,177,69,164,285
384,PepperAdams_ANightInTunisia_Solo,PepperAdams_ANightInTunisia_Orig,354,342,222,132,286
385,PepperAdams_EarlyMorningMood_Solo,PepperAdams_EarlyMorningMood_Orig,355,194,98,167,287
386,PepperAdams_HowHighTheMoon_Solo,PepperAdams_HowHighTheMoon_Orig,356,101,68,167,288
387,PepperAdams_You'dBeSoNiceToComeHomeTo_Solo,PepperAdams_You'dBeSoNiceToComeHomeTo_Orig,358,177,133,167,289
388,PhilWoods_BeMyLove_Solo,PhilWoods_BeMyLove_Orig,359,-1,-1,168,290
389,PhilWoods_CottonTail_Solo,PhilWoods_CottonTail_Orig,360,-1,-1,169,291
390,PhilWoods_CrazyRhythm_Solo,PhilWoods_CrazyRhythm_Orig,361,-1,-1,169,292
391,PhilWoods_HoneysuckleRose_Solo,PhilWoods_HoneysuckleRose_Orig,362,-1,-1,169,293
392,PhilWoods_OnASlowBoatToChina_Solo,PhilWoods_OnASlowBoatToChina_Orig,363,-1,-1,170,294
393,PhilWoods_Strollin'WithPam_Solo,PhilWoods_Strollin'WithPam_Orig,364,-1,-1,171,295
394,RoyEldridge_KingDavid_Solo,ZootSims_KingDavid_Orig,368,-1,-1,172,296
395,ZootSims_KingDavid_Solo,ZootSims_KingDavid_Orig,454,81,51,172,296
396,RoyEldridge_St.LouisBlues_Solo,RoyEldridge_StLouisBlues_Orig,369,45,10,173,297
397,RoyEldridge_TheGasser-1_Solo,RoyEldridge_TheGasser_Orig,370,70,0,173,298
398,RoyEldridge_TheGasser-2_Solo,RoyEldridge_TheGasser_Orig,371,168,104,173,298
399,RoyEldridge_Undecided_Solo,ZootSims_Undecided_Orig,372,134,69,172,299
400,SidneyBechet_I'mComingVirginia_Solo,SidneyBechet_I'mComingVirginia,374,96,67,39,300
401,SidneyBechet_ReallyTheBlues_Solo,SidneyBechet_ReallyTheBlues_Orig,376,215,133,174,301
402,SidneyBechet_Summertime_Solo,SidneyBechet_Summertime_Orig,377,244,54,174,302
403,SonnyRollins_BlueSeven-1_Solo,SonnyRollins_BlueSeven_Orig,379,172,65,175,303
404,SonnyRollins_BlueSeven-2_Solo,SonnyRollins_BlueSeven_Orig,380,486,378,175,303
405,SonnyRollins_BlueSeven-3_Solo,SonnyRollins_BlueSeven_Orig,381,-1,-1,175,303
406,SonnyRollins_Playin'InTheYard-1_Solo,SonnyRollins_Playin'InTheYard_Orig,383,127,50,177,304
407,SonnyRollins_Playin'InTheYard-2_Solo,SonnyRollins_Playin'InTheYard_Orig,384,608,546,177,304
408,SonnyRollins_St.Thomas-1_Solo,SonnyRollins_St.Thomas_Orig,385,148,55,178,305
409,SonnyRollins_St.Thomas-2_Solo,SonnyRollins_St.Thomas_Orig,386,302,233,178,305
410,SonnyRollins_TenorMadness_Solo,SonnyRollins_TenorMadness_Orig,387,266,131,175,306
411,SonnyRollins_TheEverywhereCalypso-1_Solo,SonnyRollins_TheEverywhereCalypso_Orig,388,182,61,177,307
412,SonnyRollins_TheEverywhereCalypso-2_Solo,SonnyRollins_TheEverywhereCalypso_Orig,389,455,268,177,307
413,SonnyStitt_BodyAndSoul_Solo,SonnyStitt_BodyAndSoul_Orig,393,131,13,97,308
414,SonnyStitt_GoodKick_Solo,SonnyStitt_GoodKick_Orig,395,87,43,97,309
415,StanGetz_BodyAndSoul_Solo,StanGetz_BodyAndSoul_Orig,398,193,12,179,310
416,StanGetz_I'mGladThereIsYou_Solo,StanGetz_I'mGladThereIsYou_Orig,400,191,134,180,311
417,StanGetz_Insensatez_Solo,StanGetz_Insensatez_Orig,401,138,76,180,312
418,SteveColeman_Cross-Fade-1_Solo,SteveColeman_Cross-Fade_Orig,403,46,0,181,313
419,SteveColeman_Cross-Fade-2_Solo,SteveColeman_Cross-Fade_Orig,404,77,60,181,313
420,SteveColeman_Processional_Solo,DaveHolland_Processional_Orig,407,167,25,182,314
421,SteveColeman_Segment_Solo,DaveHolland_Segment_Orig,408,196,32,183,315
422,SteveColeman_TakeTheColtrane_Solo,Dave Holland_TakeTheColtrane_Orig,410,196,25,184,316
423,SteveColeman_TheOracle-1_Solo,DaveHolland_TheOracle_Orig,411,254,1,182,317
424,SteveColeman_TheOracle-2_Solo,DaveHolland_TheOracle_Orig,412,814,628,182,317
425,SteveLacy_AloneTogether_Solo,SteveLacy_AloneTogether_Orig,413,250,171,185,318
426,SteveLacy_AskMeNow_Solo,SteveLacy_AskMeNow_Orig,414,275,190,186,319
427,SteveLacy_EasyToLove_Solo,SteveLacy_EasyToLove_Orig,415,242,55,185,320
428,SteveLacy_Let'sCoolOne_Solo,SteveLacy_Let'sCoolOne_Orig,416,291,175,185,321
429,SteveLacy_Skippy_Solo,SteveLacy_Skippy_Orig,417,117,30,187,322
430,SteveLacy_Work_Solo,SteveLacy_Work_Orig,418,143,50,185,323
431,SteveTurre_DatDere_Solo,WoodyShaw_DatDere_Orig,419,349,217,188,324
432,WoodyShaw_DatDere_Solo,WoodyShaw_DatDere_Orig,436,217,80,188,324
433,SteveTurre_IfIWereABell_Solo,WoodyShaw_IfIWereABell_Orig,420,220,161,188,325
434,WoodyShaw_IfIWereABell_Solo,WoodyShaw_IfIWereABell_Orig,437,100,39,188,325
435,SteveTurre_Steve'sBlues_Solo,WoodyShaw_Steve'sBlues_Orig,421,95,36,188,326
436,WoodyShaw_Steve'sBlues_Solo,WoodyShaw_Steve'sBlues_Orig,443,166,95,188,326
437,WayneShorter_Adam'sApple_Solo,WayneShorter_Adam'sApple_Orig,426,215,81,190,327
438,WayneShorter_Footprints_Solo,WayneShorter_Footprints_Orig,431,204,105,190,328
439,WayneShorter_InfantEyes_Solo,WayneShorter_InfantEyes_Orig,432,284,155,191,329
440,WayneShorter_JuJu_Solo,WayneShorter_Juju_Orig,433,329,157,191,330
441,WoodyShaw_Imagination_Solo,WoodyShaw_Imagination_Orig,438,332,175,188,331
442,WoodyShaw_InACapricornianWay_Solo,WoodyShaw_InACapricornianWay_Orig,439,242,64,192,332
443,WoodyShaw_Rahsaan'sRun_Solo,WoodyShaw_Rahsaan'sRun_Orig,440,100,42,193,333
444,WoodyShaw_Rosewood_Solo,WoodyShaw_Rosewood_Orig,441,-1,-1,193,334
445,WoodyShaw_SteppingStone-1_Solo,WoodyShaw_SteppingStone(Live)_Orig,442,-1,-1,192,335
446,WyntonMarsalis_AprilInParis_Solo,WyntonMarsalis_AprilInParis_Orig,444,-1,-1,194,336
447,WyntonMarsalis_Caravan_Solo,WyntonMarsalis_Caravan_Orig,445,-1,-1,194,337
448,WyntonMarsalis_CherokeeII_Solo,WyntonMarsalis_CherokeeII_Orig,446,-1,-1,194,338
449,WyntonMarsalis_Cherokee_Solo,WyntonMarsalis_Cherokee_Orig,447,-1,-1,194,339
450,WyntonMarsalis_You'reMyEverything_Solo,WyntonMarsalis_You'reMyEverything_Orig,450,-1,-1,195,340
451,ZootSims_AllTheThingsYouAre_Solo,ZootSims_AllTheThingsYouAre_Orig,451,95,59,172,341
452,ZootSims_DancingInTheDark-1_Solo,ZootSims_DancingInTheDark_Orig,452,71,8,196,342
453,ZootSims_DancingInTheDark-2_Solo,ZootSims_DancingInTheDark_Orig,453,206,133,196,342
454,ZootSims_NightAndDay-1_Solo,ZootSims_NightAndDay_Orig,455,-1,-1,196,343
455,ZootSims_NightAndDay-2_Solo,ZootSims_NightAndDay_Orig,456,-1,-1,196,343
